t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1778669377414,3096,3936,-16732,401,722,700,click,day3_me
1778669377430,3880,3812,-16448,684,1096,961,click,day3_me
1778669377444,3880,3748,-16640,587,607,766,click,day3_me
1778669377459,3948,3648,-16444,537,435,582,click,day3_me
1778669377460,4008,3628,-16376,366,260,602,click,day3_me
1778669377474,4044,3544,-16276,272,17,600,click,day3_me
1778669377489,4116,3332,-16244,339,-238,410,click,day3_me
1778669377504,4208,3124,-16444,139,-440,252,click,day3_me
1778669377564,3948,3052,-17036,-177,-174,-144,click,day3_me
1778669377565,3348,3216,-16828,-332,782,138,click,day3_me
1778669377565,3856,3216,-16800,-353,1064,1,click,day3_me
1778669377565,3412,3360,-16980,-517,1419,-6,click,day3_me
1778669377566,3428,3416,-16740,-503,1841,31,click,day3_me
1778669377566,3900,3652,-16376,-318,1555,123,click,day3_me
1778669377624,4116,3892,-16204,36,775,132,click,day3_me
1778669377625,4028,3832,-16208,363,213,40,click,day3_me
1778669377625,4028,3756,-16004,250,-176,10,click,day3_me
1778669377625,4016,3740,-15856,-53,-240,55,click,day3_me
1778669412664,2608,3376,-16672,-61,-771,-348,double_click,day4_me
1778669412679,2444,3480,-16828,-148,-700,-357,double_click,day4_me
1778669412695,2252,3500,-16832,-172,-326,-255,double_click,day4_me
1778669412710,2544,3460,-16648,51,-348,-138,double_click,day4_me
1778669412724,2440,3500,-16824,177,-302,-125,double_click,day4_me
1778669412724,2188,3488,-17028,146,235,-101,double_click,day4_me
1778669412740,2288,3468,-16924,130,561,96,double_click,day4_me
1778669412755,2692,3480,-16804,351,200,-3,double_click,day4_me
1778669412769,2492,3248,-16764,466,-200,-205,double_click,day4_me
1778669412785,2380,3248,-16728,204,-109,-251,double_click,day4_me
1778669412785,2484,3120,-16820,-287,-218,-234,double_click,day4_me
1778669412799,2568,3452,-16976,-636,-347,-337,double_click,day4_me
1778669412814,2256,3856,-16968,-368,194,-133,double_click,day4_me
1778669412829,2704,3816,-16848,27,-7,-215,double_click,day4_me
1778669412844,2720,3732,-16668,232,-313,-295,double_click,day4_me
1778669412859,2716,3496,-16684,234,-584,-413,double_click,day4_me
1778669412860,2600,3432,-16920,-31,-668,-483,double_click,day4_me
1778669412874,2396,3616,-17008,-423,-557,-343,double_click,day4_me
1778669412889,2292,3704,-17092,-212,-524,-392,double_click,day4_me
1778669412904,1968,3760,-17300,-197,182,-265,double_click,day4_me
1778669412919,1996,3760,-17304,-138,758,20,double_click,day4_me
1778669412920,2652,3608,-16940,-51,491,-150,double_click,day4_me
1778669412934,2136,3728,-17052,-556,580,-160,double_click,day4_me
1778669412949,2076,3864,-17016,-884,1265,238,double_click,day4_me
1778669412964,2600,4060,-16676,-647,1076,6,double_click,day4_me
1778669412979,2864,4124,-16536,-283,279,-76,double_click,day4_me
1778669412980,2588,4000,-16596,126,-127,-114,double_click,day4_me
1778669412994,2544,3536,-16664,540,-229,-104,double_click,day4_me
1778669413010,2524,3452,-16560,422,-410,-178,double_click,day4_me
1778669413025,2536,3300,-16632,309,-559,-249,double_click,day4_me
1778669413039,2496,3304,-16440,224,-693,-284,double_click,day4_me
1778669413054,2148,3276,-16936,-222,-895,-422,double_click,day4_me
1778669413070,1668,3456,-17124,-433,177,-175,double_click,day4_me
1778669413070,1412,3604,-17396,-489,1750,141,double_click,day4_me
1778669413085,2252,3548,-16848,-240,1732,191,double_click,day4_me
1778669413100,2880,3568,-16528,-12,760,-214,double_click,day4_me
1778669413115,2440,3512,-16564,57,-24,-209,double_click,day4_me
1778669413130,2496,3472,-16588,-129,-278,-279,double_click,day4_me
1778669413130,2348,3588,-16804,-181,-381,-395,double_click,day4_me
1778669413144,1644,3608,-17148,-294,478,-254,double_click,day4_me
1778669413159,2668,3256,-16572,893,-409,-1279,double_click,day4_me
1778669413174,2272,2736,-16640,1797,-2177,-2492,double_click,day4_me
1778669413175,2444,2168,-14552,2673,-7117,-4087,double_click,day4_me
1778669413189,7520,1600,-9560,5059,-31451,-8753,double_click,day4_me
1778669413204,1216,-1476,-3892,2337,-32768,-22678,double_click,day4_me
1778669413219,-6360,-1752,-7024,-8379,-32768,-18812,double_click,day4_me
1778669413234,-26704,22168,-32768,-27278,-32768,12569,double_click,day4_me
1778669413249,-15972,8360,-9140,8884,32767,16824,double_click,day4_me
1778669413264,10440,1428,-15076,-3017,-9839,3271,double_click,day4_me
1778669413265,-8192,7904,-18136,3276,-9475,-5675,double_click,day4_me
1778669413280,-9688,5704,-16640,9347,-1319,-12904,double_click,day4_me
1778669413294,-11588,2900,-19868,6894,35,-9762,double_click,day4_me
1778669413309,-12908,2604,-18336,5701,18958,-5297,double_click,day4_me
1778669413324,-8328,-1356,-16524,3015,24757,-1261,double_click,day4_me
1778669413340,-5992,-4612,-19208,-813,32436,7464,double_click,day4_me
1778669413340,-5464,-3284,-20024,-20985,32767,6550,double_click,day4_me
1778669413354,1112,3396,-9040,-32768,32767,14492,double_click,day4_me
1778669413369,6388,10748,-5740,-25852,32767,4344,double_click,day4_me
1778669413384,10424,17620,-6880,-4009,20767,-10871,double_click,day4_me
1778669413399,10368,13408,-7152,23887,-13344,-11812,double_click,day4_me
1778669413415,5352,-3732,-9872,27161,-32768,-13277,double_click,day4_me
1778669413415,6396,-6224,-2840,15412,-32768,-12112,double_click,day4_me
1778669413430,12728,-3408,256,5215,-32768,-12531,double_click,day4_me
1778669413445,-23248,32767,-32768,-14752,-32768,22081,double_click,day4_me
