t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1778654960793,14464,-316,-9476,-1557,-3231,-611,swipe_up,day1_me
1778654960800,13456,368,-9456,-1374,-3289,-904,swipe_up,day1_me
1778654960800,12844,348,-10016,-1314,-2908,-745,swipe_up,day1_me
1778654960816,13092,772,-10152,-830,-1864,-856,swipe_up,day1_me
1778654960831,13184,384,-9512,-325,-1989,-1037,swipe_up,day1_me
1778654960846,14124,-152,-8460,-587,-3354,-1128,swipe_up,day1_me
1778654960891,14644,-360,-6824,-2328,-8300,-1862,swipe_up,day1_me
1778654960891,13024,252,-8100,-2256,-9431,-2248,swipe_up,day1_me
1778654960891,13064,-8,-8204,-2742,-9791,-2186,swipe_up,day1_me
1778654960891,14028,-412,-7600,-3832,-11889,-2095,swipe_up,day1_me
1778654960951,15064,-1008,-5952,-4893,-23047,-5135,swipe_up,day1_me
1778654960951,15072,-1828,-4276,-5261,-28909,-7969,swipe_up,day1_me
1778654960952,15944,-1036,-3956,-4973,-32768,-11618,swipe_up,day1_me
1778654960952,12632,48,-5556,-4077,-32768,-16801,swipe_up,day1_me
1778654961010,9660,2112,-7152,-2286,-32768,-18810,swipe_up,day1_me
1778654961011,5332,3728,-8916,-1680,-32768,-18479,swipe_up,day1_me
1778654961011,3656,5856,-9844,1293,-32768,-17202,swipe_up,day1_me
1778654961012,472,4416,-10208,5885,-32768,-10581,swipe_up,day1_me
1778654961012,-256,1644,-12268,4017,-32768,-7971,swipe_up,day1_me
1778654965615,-4404,2320,-16964,54,127,62,swipe_up,day1_me
1778654965631,-4428,2232,-16900,-30,29,137,swipe_up,day1_me
1778654965645,-4444,2264,-17000,-174,-3,52,swipe_up,day1_me
1778654965660,-4448,2404,-16944,40,24,24,swipe_up,day1_me
1778654965661,-4388,2236,-16848,6,62,-86,swipe_up,day1_me
1778654965675,-4340,2232,-16764,34,-3,-93,swipe_up,day1_me
1778654965690,-4416,2308,-16716,40,158,-193,swipe_up,day1_me
1778654965705,-4324,2324,-16644,68,196,-113,swipe_up,day1_me
1778654965720,-4264,2216,-16652,7,85,109,swipe_up,day1_me
1778654965721,-4404,2172,-16700,-15,-4,8,swipe_up,day1_me
1778654965737,-4260,2200,-16732,-41,-110,-18,swipe_up,day1_me
1778654965750,-4396,2188,-16804,-10,-176,-117,swipe_up,day1_me
1778654965765,-4452,2120,-16860,2,-184,-158,swipe_up,day1_me
1778654965780,-4440,2220,-16916,-336,-98,-225,swipe_up,day1_me
1778654965795,-4576,2316,-16940,-433,-157,-179,swipe_up,day1_me
1778654965795,-4460,2460,-16980,-356,-96,-167,swipe_up,day1_me
1778654965811,-4640,2660,-16976,-124,-58,-70,swipe_up,day1_me
1778654965825,-4468,2632,-16972,325,356,9,swipe_up,day1_me
1778654965840,-4280,2468,-16772,332,343,42,swipe_up,day1_me
1778654965855,-4152,2328,-16664,129,102,141,swipe_up,day1_me
1778654965870,-4368,2236,-16572,-70,29,173,swipe_up,day1_me
1778654965870,-4256,2104,-16572,-241,-52,-38,swipe_up,day1_me
1778654965886,-4316,2208,-16760,-179,-150,-107,swipe_up,day1_me
1778654965900,-4396,2236,-16968,-216,-133,-169,swipe_up,day1_me
1778654965915,-4412,2296,-16820,-216,-126,-124,swipe_up,day1_me
1778654965930,-4444,2492,-16952,-2,195,-181,swipe_up,day1_me
1778654965945,-4340,2416,-16716,69,100,-44,swipe_up,day1_me
1778654965946,-4336,2400,-16836,0,-59,156,swipe_up,day1_me
1778654965960,-4320,2308,-16744,-79,-309,259,swipe_up,day1_me
1778654965975,-4424,2304,-16804,-141,-115,85,swipe_up,day1_me
1778654965990,-4424,2292,-16876,2,-54,-26,swipe_up,day1_me
1778654966005,-4416,2224,-16796,126,53,-150,swipe_up,day1_me
1778654966020,-4360,2160,-16752,11,150,-127,swipe_up,day1_me
1778654966020,-4296,2124,-16536,-94,-167,-145,swipe_up,day1_me
1778654966035,-4408,2328,-16848,-304,-166,-125,swipe_up,day1_me
1778654966050,-4412,2496,-17020,-195,-120,-159,swipe_up,day1_me
1778654966065,-4480,2424,-16952,-242,-172,-131,swipe_up,day1_me
1778654966080,-4488,2648,-17240,-313,-160,-106,swipe_up,day1_me
1778654966095,-4572,2716,-17236,-95,53,-66,swipe_up,day1_me
1778654966095,-4552,2624,-17312,-47,253,116,swipe_up,day1_me
1778654966111,-4412,2644,-17256,-101,116,486,swipe_up,day1_me
1778654966126,-4456,2184,-16964,20,295,319,swipe_up,day1_me
1778654966140,-4440,2124,-16956,-120,65,283,swipe_up,day1_me
1778654966155,-4740,2040,-17236,7,175,249,swipe_up,day1_me
1778654966171,-4552,2124,-17360,-18,507,-105,swipe_up,day1_me
1778654966171,-4612,2352,-17080,472,2081,63,swipe_up,day1_me
1778654966185,-4800,2480,-17816,-39,3441,722,swipe_up,day1_me
1778654966200,-8028,4784,-22976,260,11992,2513,swipe_up,day1_me
1778654966217,-13648,6132,-26552,723,32767,5258,swipe_up,day1_me
1778654966230,-18684,6300,-31388,5602,32767,16089,swipe_up,day1_me
1778654966245,764,-1340,-31104,-3802,32767,19741,swipe_up,day1_me
1778654966260,1540,1272,-28716,-13138,32767,22309,swipe_up,day1_me
1778654966275,-6128,5636,-28276,-10196,32767,25140,swipe_up,day1_me
1778654966275,-6744,3788,-24056,-9384,32767,26036,swipe_up,day1_me
1778654966290,-6004,1224,-18088,-9569,32767,25540,swipe_up,day1_me
1778654966306,-460,96,-12460,-8654,32767,23299,swipe_up,day1_me
1778654966321,5324,-1372,-4060,972,32767,16805,swipe_up,day1_me
1778654966336,10980,-3524,-680,1126,32767,12397,swipe_up,day1_me
1778654966351,10996,-1340,-300,3495,32767,7601,swipe_up,day1_me
1778654966352,13808,-968,1748,4640,32767,5754,swipe_up,day1_me
1778654966365,14700,668,3468,4290,24515,8929,swipe_up,day1_me
1778654966380,12676,36,2372,5587,20955,8641,swipe_up,day1_me
1778654966396,12688,-2508,1500,3687,18546,7621,swipe_up,day1_me
1778654966411,13120,-3052,1132,2115,14773,5359,swipe_up,day1_me
1778654966411,12372,-2444,-1564,1218,9265,-1387,swipe_up,day1_me
1778654966425,12988,-1752,-2256,882,8004,-3131,swipe_up,day1_me
1778654966441,13364,-1348,-2876,-1418,6736,-3149,swipe_up,day1_me
1778654966456,13988,908,-3440,-1786,4826,-2385,swipe_up,day1_me
1778654966471,15440,844,-3068,-1383,1569,-1936,swipe_up,day1_me
1778654966486,16316,684,-3100,-2796,-1365,-6,swipe_up,day1_me
1778654966486,16176,896,-3320,-2598,-4429,155,swipe_up,day1_me
1778654966501,15624,748,-4480,-2304,-6079,-9,swipe_up,day1_me
1778654966516,14544,1556,-8388,-1763,-5390,876,swipe_up,day1_me
1778654966530,14000,1712,-8732,269,-4276,379,swipe_up,day1_me
1778654966545,14652,716,-8908,1181,-3318,-36,swipe_up,day1_me
