t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1778751205725,-4180,-536,-16448,214,38,-345,swipe_right,day3_me
1778751205725,-4336,-384,-16460,-160,-29,-366,swipe_right,day3_me
1778751205725,-4440,-276,-16648,-264,-155,-224,swipe_right,day3_me
1778751205726,-4616,-348,-16732,-221,-98,-308,swipe_right,day3_me
1778751205726,-4684,-304,-16816,-92,-6,-307,swipe_right,day3_me
1778751205785,-4648,-292,-16756,182,33,-278,swipe_right,day3_me
1778751205787,-4608,-1132,-16696,546,189,-362,swipe_right,day3_me
1778751205787,-4468,-1488,-16460,386,331,-576,swipe_right,day3_me
1778751205787,-4172,-1556,-16460,266,268,-736,swipe_right,day3_me
1778751205788,-4100,-1800,-16320,247,76,-750,swipe_right,day3_me
1778751205844,-4204,-1992,-16396,-15,9,-856,swipe_right,day3_me
1778751205845,-4136,-1488,-16448,-595,-114,-1055,swipe_right,day3_me
1778751205845,-4276,-1356,-16544,-309,-313,-1153,swipe_right,day3_me
1778751205846,-4456,-1408,-16660,-47,-158,-1390,swipe_right,day3_me
1778751205846,-4348,-1380,-16712,78,56,-1467,swipe_right,day3_me
1778751205905,-4212,-1960,-16636,409,15,-1453,swipe_right,day3_me
1778751205905,-4364,-2412,-16676,465,133,-1569,swipe_right,day3_me
1778751205906,-4352,-3092,-16572,565,222,-1805,swipe_right,day3_me
1778751205906,-4468,-3592,-16576,556,93,-2005,swipe_right,day3_me
1778751205906,-4568,-4192,-16816,556,3,-2266,swipe_right,day3_me
1778751211319,-5540,-1592,-16052,-70,-62,-90,swipe_right,day3_me
1778751211334,-5588,-1612,-16164,-132,-27,-76,swipe_right,day3_me
1778751211349,-5600,-1588,-16200,-138,-132,-128,swipe_right,day3_me
1778751211350,-5616,-1548,-16228,-222,-99,-153,swipe_right,day3_me
1778751211365,-5784,-1416,-16508,-143,-222,-96,swipe_right,day3_me
1778751211380,-5916,-1264,-16560,-159,-115,-150,swipe_right,day3_me
1778751211394,-5920,-1232,-16496,-25,237,-253,swipe_right,day3_me
1778751211410,-5864,-1192,-16356,188,336,-346,swipe_right,day3_me
1778751211410,-5508,-1292,-16248,210,102,-236,swipe_right,day3_me
1778751211425,-5624,-1448,-16152,-142,-114,-22,swipe_right,day3_me
1778751211440,-5704,-1440,-16240,-283,-66,24,swipe_right,day3_me
1778751211455,-5724,-1364,-16392,-235,-35,-18,swipe_right,day3_me
1778751211470,-5796,-1388,-16388,-106,-64,-45,swipe_right,day3_me
1778751211470,-5824,-1448,-16332,-53,-27,-73,swipe_right,day3_me
1778751211485,-5868,-1340,-16460,12,125,-159,swipe_right,day3_me
1778751211500,-5768,-1356,-16396,-33,252,-168,swipe_right,day3_me
1778751211515,-5764,-1356,-16376,9,219,-136,swipe_right,day3_me
1778751211530,-5788,-1328,-16280,68,225,-145,swipe_right,day3_me
1778751211530,-5624,-1304,-16112,40,219,-168,swipe_right,day3_me
1778751211545,-5544,-1476,-16080,1,58,-101,swipe_right,day3_me
1778751211560,-5540,-1528,-16004,-137,-120,8,swipe_right,day3_me
1778751211575,-5760,-1652,-16116,-287,-244,88,swipe_right,day3_me
1778751211590,-5928,-1500,-16324,-352,-127,-8,swipe_right,day3_me
1778751211590,-6076,-1328,-16324,-256,108,-126,swipe_right,day3_me
1778751211604,-5732,-1408,-16128,194,310,-292,swipe_right,day3_me
1778751211620,-5644,-1416,-15940,240,222,-340,swipe_right,day3_me
1778751211635,-5500,-1424,-15976,168,38,-269,swipe_right,day3_me
1778751211650,-5620,-1524,-15996,3,-95,-124,swipe_right,day3_me
1778751211665,-5732,-1376,-16036,-100,-45,-169,swipe_right,day3_me
1778751211665,-5576,-1452,-16132,248,-85,-460,swipe_right,day3_me
1778751211679,-5548,-1328,-16088,74,-15,-267,swipe_right,day3_me
1778751211695,-5576,-1372,-16140,134,-173,-192,swipe_right,day3_me
1778751211709,-5684,-1512,-16288,-133,-188,-138,swipe_right,day3_me
1778751211710,-5864,-1068,-16292,-288,93,-289,swipe_right,day3_me
1778751211725,-5808,-680,-16456,266,94,-317,swipe_right,day3_me
1778751211740,-5900,-444,-16556,119,7,-236,swipe_right,day3_me
1778751211755,-6148,68,-16748,69,110,-215,swipe_right,day3_me
1778751211770,-6380,928,-17248,-211,295,-161,swipe_right,day3_me
1778751211770,-6480,2080,-17548,-341,425,202,swipe_right,day3_me
1778751211785,-7136,4360,-18396,-6,456,1765,swipe_right,day3_me
1778751211800,-7756,5300,-18752,-220,780,2575,swipe_right,day3_me
1778751211815,-8120,6492,-18984,-145,1396,3678,swipe_right,day3_me
1778751211829,-8560,7452,-18996,426,1981,4642,swipe_right,day3_me
1778751211830,-8816,8132,-18616,1274,2547,5596,swipe_right,day3_me
1778751211845,-8884,8956,-17520,3851,3861,7123,swipe_right,day3_me
1778751211860,-8876,9008,-16960,4613,3964,8499,swipe_right,day3_me
1778751211875,-8984,8852,-16684,4871,4005,9942,swipe_right,day3_me
