t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1775463576097,-1844,2016,-17064,521,1750,946,double_click,day2_me
1775463576098,-1984,2388,-16820,-444,1434,638,double_click,day2_me
1775463576098,-1212,2996,-16648,-373,235,85,double_click,day2_me
1775463576156,-1068,3060,-16424,28,-1020,-371,double_click,day2_me
1775463576157,-1168,3024,-16348,139,-2130,-740,double_click,day2_me
1775463576157,-1244,3036,-16372,203,-3369,-974,double_click,day2_me
1775463576158,-2728,3348,-17452,-23,-2719,-712,double_click,day2_me
1775463576158,-3024,3404,-17324,301,-1334,-388,double_click,day2_me
1775463576217,-3348,3384,-17696,436,497,3,double_click,day2_me
1775463576217,-3240,3320,-17472,439,1848,667,double_click,day2_me
1775463576217,-1712,3276,-16724,1147,2024,782,double_click,day2_me
1775463576217,-1328,3116,-16440,1091,721,482,double_click,day2_me
1775463576218,-1372,3040,-16484,810,-627,181,double_click,day2_me
1775463576276,-1588,3124,-16556,466,-1296,46,double_click,day2_me
1775463576276,-2020,3080,-16524,811,-1967,-191,double_click,day2_me
1775463576277,-1912,2968,-16592,1202,-2471,-329,double_click,day2_me
1775463576278,-1920,2936,-16552,1472,-2940,-481,double_click,day2_me
1775463576278,-2652,2776,-17240,1238,-2148,-405,double_click,day2_me
1775463581467,-5908,1452,-16700,528,1955,623,double_click,day2_me
1775463581467,-4860,1072,-16364,955,2278,670,double_click,day2_me
1775463581481,-4084,728,-16172,528,901,381,double_click,day2_me
1775463581496,-4180,636,-16196,-372,-375,32,double_click,day2_me
1775463581511,-4968,1524,-16728,-1195,-992,-270,double_click,day2_me
1775463581527,-5256,1832,-16868,-638,-656,-162,double_click,day2_me
1775463581527,-5328,1832,-16880,90,-236,-38,double_click,day2_me
1775463581541,-5384,1616,-16980,267,141,108,double_click,day2_me
1775463581556,-5348,1388,-16872,-400,881,509,double_click,day2_me
1775463581571,-5016,1496,-16584,-347,772,434,double_click,day2_me
1775463581586,-4876,1428,-16796,-265,480,245,double_click,day2_me
1775463581587,-5232,1460,-16880,-73,480,211,double_click,day2_me
1775463581602,-4816,1268,-16808,584,443,131,double_click,day2_me
1775463581616,-4752,988,-16716,366,-46,-148,double_click,day2_me
1775463581632,-4976,924,-16852,-239,-492,-12,double_click,day2_me
1775463581647,-5276,1260,-16992,-790,-381,-160,double_click,day2_me
1775463581661,-5472,1696,-16896,-88,527,179,double_click,day2_me
1775463581676,-5156,1544,-17232,249,615,-38,double_click,day2_me
1775463581677,-5388,1392,-17104,-29,849,168,double_click,day2_me
1775463581691,-5172,1412,-16800,-25,1221,202,double_click,day2_me
1775463581706,-5192,1532,-16900,62,1304,204,double_click,day2_me
1775463581721,-5088,1256,-16840,369,1774,149,double_click,day2_me
1775463581737,-4956,1212,-16988,191,1755,109,double_click,day2_me
1775463581737,-4996,1188,-16744,-162,1747,227,double_click,day2_me
1775463581751,-4736,1268,-16716,-477,1663,429,double_click,day2_me
1775463581766,-4772,1356,-17112,-751,1713,265,double_click,day2_me
1775463581781,-6504,1944,-19696,-1889,6307,493,double_click,day2_me
1775463581796,-9320,2480,-20104,-2616,14685,2460,double_click,day2_me
1775463581817,-6368,2368,-18228,93,29182,6188,double_click,day2_me
1775463581826,-3204,1448,-16596,1138,28561,6161,double_click,day2_me
1775463581826,-628,480,-15888,754,24501,4056,double_click,day2_me
1775463581841,564,124,-14928,-969,18377,2861,double_click,day2_me
1775463581856,340,992,-16044,-2677,10868,1075,double_click,day2_me
1775463581871,-576,1492,-16644,-2693,9408,1073,double_click,day2_me
1775463581886,-656,2012,-17032,-2299,9302,680,double_click,day2_me
1775463581887,-1104,2520,-17568,-1595,10170,587,double_click,day2_me
1775463581902,-496,2096,-17464,517,12618,1259,double_click,day2_me
1775463581917,-448,1436,-17284,698,13003,1044,double_click,day2_me
1775463581931,308,1024,-17232,-442,11947,790,double_click,day2_me
1775463581947,1092,756,-16840,-2767,11198,517,double_click,day2_me
1775463581964,2588,444,-15560,-5389,7968,-1930,double_click,day2_me
1775463581977,3204,260,-15976,-6692,3746,-6213,double_click,day2_me
1775463581992,4552,1992,-14356,-8331,-4387,-9399,double_click,day2_me
1775463581992,10476,4588,-6656,-3081,-29355,-11296,double_click,day2_me
1775463582006,5636,3028,-4816,22716,-32768,-28297,double_click,day2_me
1775463582021,76,-3620,-4812,22930,-32768,-32768,double_click,day2_me
1775463582036,-8296,-7768,-8180,7155,-32768,-29145,double_click,day2_me
1775463582051,-15112,-2664,-4252,6472,21333,-106,double_click,day2_me
1775463582066,-1888,6864,-14924,-5261,14519,3572,double_click,day2_me
1775463582067,1964,6676,-19940,4794,-5408,-1896,double_click,day2_me
1775463582081,-8000,3180,-14636,9822,-8211,-3534,double_click,day2_me
1775463582096,-10208,-728,-17976,1458,2459,15,double_click,day2_me
1775463582111,-10716,1876,-17496,1071,4797,38,double_click,day2_me
1775463582126,-12540,2244,-18512,3145,8675,-1043,double_click,day2_me
1775463582141,-13992,300,-19388,3834,14775,-1789,double_click,day2_me
1775463582141,-12100,-768,-22880,-5393,32767,4333,double_click,day2_me
1775463582156,-8452,-1096,-20176,-15311,32767,24055,double_click,day2_me
1775463582171,-5792,-1468,-14516,-20035,32767,24946,double_click,day2_me
1775463582186,5600,-648,-7404,-20946,32767,5134,double_click,day2_me
1775463582201,16244,5172,-10684,-17200,23095,-468,double_click,day2_me
1775463582216,7272,6292,-10964,-7491,5730,-5046,double_click,day2_me
1775463582231,2564,3952,-14380,606,-4302,-6929,double_click,day2_me
1775463582232,9732,2368,-8580,2546,-32768,-15994,double_click,day2_me
1775463582262,9452,4216,-4912,8525,-32768,-21142,double_click,day2_me
1775463582277,8108,3156,-2628,13949,-32768,-32768,double_click,day2_me
1775463582278,3492,-1428,-1868,15285,-32768,-32768,double_click,day2_me
1775463582291,-32144,-4080,-4420,24725,14754,17189,double_click,day2_me
1775463582306,-12404,1600,-14004,5455,20478,-3340,double_click,day2_me
1775463582306,664,5576,-17760,6022,6262,9770,double_click,day2_me
1775463582321,-11184,2884,-12784,12639,-1282,3838,double_click,day2_me
1775463582336,-12616,-988,-17244,12782,8085,2377,double_click,day2_me
1775463582351,-10756,-868,-19408,8225,11383,4402,double_click,day2_me
1775463582367,-10080,856,-17608,6151,12300,4641,double_click,day2_me
1775463582382,-6836,-2824,-17480,4675,11956,-2084,double_click,day2_me
1775463582397,-7560,-3716,-22020,-395,13826,-3924,double_click,day2_me
1775463582411,-9636,-2608,-17376,-6929,21326,-3678,double_click,day2_me
1775463582425,-5564,-596,-16732,-10489,32767,6099,double_click,day2_me
1775463582436,-3376,180,-15808,-9446,32767,871,double_click,day2_me
1775463582441,-2084,1176,-15308,-9063,27151,1479,double_click,day2_me
1775463582456,-1192,2192,-15540,-7628,20916,1050,double_click,day2_me
1775463582471,-204,2536,-15588,-3456,10388,-844,double_click,day2_me
1775463582486,312,2380,-15772,-2987,6844,-1037,double_click,day2_me
1775463582487,1040,2556,-15400,-2957,2230,-1392,double_click,day2_me
1775463582502,1812,3208,-15212,-2899,-2572,-2144,double_click,day2_me
1775463582516,500,4948,-15520,-1411,-6664,-2565,double_click,day2_me
1775463582531,36,5160,-15580,1454,-5598,-1487,double_click,day2_me
1775463582547,-164,4464,-15808,4171,-4401,-348,double_click,day2_me
1775463582561,-668,3324,-16620,5213,-3054,99,double_click,day2_me
1775463582563,-3556,1788,-17632,2187,702,1590,double_click,day2_me
1775463582577,-3856,2008,-17864,1271,3701,2314,double_click,day2_me
1775463582591,-3040,2008,-17460,1049,5422,2946,double_click,day2_me
1775463582607,-1560,1924,-16824,1164,5209,2700,double_click,day2_me
1775463582621,-376,1604,-16596,139,686,1413,double_click,day2_me
1775463582637,-716,1720,-16776,-424,-752,814,double_click,day2_me
1775463582637,-1420,2068,-17064,-514,-806,571,double_click,day2_me
1775463582651,-2072,2264,-17156,-57,199,644,double_click,day2_me
