t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1771228710333,-5476,-1172,-16212,146,179,-108,idle,day1_me
1771228710392,-5588,-1084,-16184,-64,67,-128,idle,day1_me
1771228710392,-5496,-1052,-16176,45,178,-88,idle,day1_me
1771228710393,-5404,-1028,-16068,158,179,-92,idle,day1_me
1771228710393,-5308,-1236,-16008,121,45,-96,idle,day1_me
1771228710393,-5260,-1188,-15996,30,-181,-59,idle,day1_me
1771228710450,-5744,-1216,-16460,-170,-298,10,idle,day1_me
1771228710451,-5928,-1192,-16548,-191,-60,-35,idle,day1_me
1771228710451,-5980,-1116,-16648,-185,176,-105,idle,day1_me
1771228710452,-5844,-1008,-16420,-94,371,-129,idle,day1_me
1771228710511,-5576,-884,-16124,38,291,-148,idle,day1_me
1771228710511,-5528,-900,-16100,-8,143,-78,idle,day1_me
1771228710511,-5492,-872,-15992,-109,112,-43,idle,day1_me
1771228710512,-5584,-772,-15976,-114,139,19,idle,day1_me
1771228710512,-5548,-904,-15944,20,142,77,idle,day1_me
1771228710570,-5480,-948,-16088,-40,204,149,idle,day1_me
1771228710570,-5644,-904,-15812,140,376,226,idle,day1_me
1771228710571,-5224,-1188,-15800,131,358,34,idle,day1_me
1771228710571,-5164,-1228,-15604,-43,180,97,idle,day1_me
1771228710572,-5020,-852,-15560,-5,-81,133,idle,day1_me
1771228716046,-4768,-2172,-17024,123,680,20,idle,day1_me
1771228716060,-4540,-2056,-16624,341,894,-43,idle,day1_me
1771228716075,-4256,-2040,-16352,405,927,-91,idle,day1_me
1771228716090,-3828,-1912,-15936,370,662,-12,idle,day1_me
1771228716105,-3692,-2004,-15800,299,377,171,idle,day1_me
1771228716120,-3660,-2204,-15876,18,20,249,idle,day1_me
1771228716135,-3764,-2196,-16008,-233,-270,247,idle,day1_me
1771228716136,-4148,-2036,-16392,-45,-451,262,idle,day1_me
1771228716150,-4340,-2196,-16500,95,-374,247,idle,day1_me
1771228716165,-4352,-2420,-16596,26,-284,137,idle,day1_me
1771228716180,-4408,-2384,-16728,-139,-185,69,idle,day1_me
1771228716195,-4428,-2072,-16740,-153,-132,78,idle,day1_me
1771228716195,-4504,-2008,-16716,-91,-10,99,idle,day1_me
1771228716210,-4496,-2072,-16840,-43,46,97,idle,day1_me
1771228716225,-4404,-1992,-16768,-74,165,75,idle,day1_me
1771228716240,-4384,-1976,-16636,48,282,87,idle,day1_me
1771228716255,-4172,-2000,-16364,32,283,120,idle,day1_me
1771228716270,-4172,-2056,-16240,37,279,82,idle,day1_me
1771228716270,-4160,-2040,-16288,100,239,23,idle,day1_me
1771228716285,-4168,-2028,-16176,118,170,49,idle,day1_me
1771228716300,-4212,-1888,-16200,186,-44,55,idle,day1_me
1771228716315,-4216,-1892,-16440,299,26,107,idle,day1_me
1771228716330,-4296,-2100,-16336,299,71,218,idle,day1_me
1771228716331,-4236,-2244,-16256,158,9,164,idle,day1_me
1771228716347,-4228,-2240,-16264,-45,-78,176,idle,day1_me
1771228716360,-4300,-2168,-16436,-50,-138,18,idle,day1_me
1771228716377,-4308,-2012,-16412,110,-82,8,idle,day1_me
1771228716390,-4276,-1956,-16432,239,-144,-8,idle,day1_me
1771228716391,-4272,-1956,-16468,212,-212,5,idle,day1_me
1771228716405,-4336,-1868,-16420,88,-160,107,idle,day1_me
1771228716420,-4308,-2056,-16380,-28,-237,243,idle,day1_me
1771228716435,-4172,-2160,-16224,-204,-310,173,idle,day1_me
1771228716450,-4216,-2072,-16300,-213,-183,209,idle,day1_me
1771228716450,-4272,-1856,-16440,509,-232,-13,idle,day1_me
1771228716467,-4216,-2536,-16452,-212,-734,109,idle,day1_me
1771228716480,-4512,-1880,-16568,-353,-802,48,idle,day1_me
1771228716495,-4656,-1908,-16756,312,-520,4,idle,day1_me
1771228716510,-4640,-2168,-16676,231,-275,-23,idle,day1_me
1771228716525,-4568,-2140,-16492,63,-267,3,idle,day1_me
1771228716526,-4540,-2200,-16464,186,-150,-23,idle,day1_me
1771228716540,-4480,-2304,-16308,-4,-121,-7,idle,day1_me
1771228716555,-4328,-2156,-16268,-105,-206,-130,idle,day1_me
1771228716570,-4424,-1996,-16508,-1,-408,-43,idle,day1_me
1771228716585,-4456,-1944,-16472,30,-416,-98,idle,day1_me
1771228716600,-4548,-1968,-16476,2,-327,-3,idle,day1_me
1771228716600,-4536,-2124,-16592,-37,-401,174,idle,day1_me
1771228716615,-4608,-2176,-16432,-102,-313,136,idle,day1_me
1771228716630,-4596,-2224,-16436,-64,-163,-12,idle,day1_me
1771228716645,-4764,-2184,-16388,73,-142,-133,idle,day1_me
1771228716660,-4644,-2056,-16312,225,-209,-226,idle,day1_me
1771228716660,-4656,-2160,-16332,295,-190,-178,idle,day1_me
1771228716675,-4584,-1980,-16260,96,-285,-136,idle,day1_me
1771228716690,-4604,-2060,-16208,-29,-377,-6,idle,day1_me
1771228716706,-4556,-2024,-16268,-168,-428,19,idle,day1_me
1771228716720,-4664,-2000,-16192,-94,-444,111,idle,day1_me
1771228716736,-4668,-2052,-16100,22,-441,-43,idle,day1_me
1771228716737,-4840,-1984,-16208,-18,-551,35,idle,day1_me
1771228716751,-4812,-2092,-16132,39,-528,72,idle,day1_me
1771228716765,-4796,-2172,-16248,59,-425,7,idle,day1_me
1771228716780,-4676,-2144,-16084,-15,-240,-56,idle,day1_me
1771228716795,-4568,-2112,-16112,26,-273,-86,idle,day1_me
1771228716811,-4568,-2172,-16044,-10,-415,-61,idle,day1_me
1771228716812,-4592,-2136,-16056,-67,-620,-92,idle,day1_me
1771228716825,-4836,-2048,-16684,-248,-943,93,idle,day1_me
1771228716840,-5144,-2000,-16800,-233,-651,99,idle,day1_me
1771228716855,-5108,-2048,-16932,-55,-195,31,idle,day1_me
1771228716872,-5084,-2100,-16756,42,149,-37,idle,day1_me
1771228716885,-4944,-2216,-16636,83,292,-57,idle,day1_me
1771228716886,-4952,-2300,-16428,98,455,-127,idle,day1_me
1771228716900,-4688,-2288,-16260,131,344,-181,idle,day1_me
1771228716915,-4636,-2160,-16276,26,140,-121,idle,day1_me
1771228716930,-4660,-2160,-16432,16,47,-132,idle,day1_me
