t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1778655110470,-16584,-860,2100,-168,49,370,swipe_down,day1_me
1778655110474,-16768,-1000,1892,-166,28,337,swipe_down,day1_me
1778655110485,-16908,-1096,1808,-34,555,242,swipe_down,day1_me
1778655110500,-16628,-1224,1752,-511,1867,165,swipe_down,day1_me
1778655110515,-16460,-1192,1816,-643,2222,36,swipe_down,day1_me
1778655110530,-16264,-1124,1804,-745,2275,-38,swipe_down,day1_me
1778655110554,-16120,-884,1880,-687,2540,-6,swipe_down,day1_me
1778655110561,-15688,-380,2076,-526,1872,383,swipe_down,day1_me
1778655110561,-15668,-264,1648,-13,1310,734,swipe_down,day1_me
1778655110575,-16072,-500,1336,437,951,782,swipe_down,day1_me
1778655110590,-16660,-1164,932,244,1598,816,swipe_down,day1_me
1778655110605,-17104,-1348,652,-372,2939,53,swipe_down,day1_me
1778655110620,-17212,-1372,652,-627,3822,-297,swipe_down,day1_me
1778655110620,-16988,-996,728,-933,4577,-430,swipe_down,day1_me
1778655110635,-17012,-1116,652,-934,5489,-564,swipe_down,day1_me
1778655110650,-17124,-1404,92,-1943,7864,-743,swipe_down,day1_me
1778655110665,-17288,-1680,-348,-2619,9422,-1097,swipe_down,day1_me
1778655110711,-17492,-1716,-924,-3307,11318,-1470,swipe_down,day1_me
1778655110712,-17812,-1580,-1604,-3728,13102,-1247,swipe_down,day1_me
1778655115826,-2544,2272,-17268,-294,-185,92,swipe_down,day1_me
1778655115841,-2612,2284,-17256,-248,-176,-15,swipe_down,day1_me
1778655115856,-2804,2444,-17500,-73,-186,-152,swipe_down,day1_me
1778655115871,-2728,2500,-17608,18,-32,-91,swipe_down,day1_me
1778655115872,-2812,2508,-17600,31,97,-67,swipe_down,day1_me
1778655115886,-2684,2604,-17456,52,196,-18,swipe_down,day1_me
1778655115901,-2472,2612,-17244,61,348,96,swipe_down,day1_me
1778655115916,-2384,2596,-17052,197,190,19,swipe_down,day1_me
1778655115931,-2376,2480,-16868,264,95,-55,swipe_down,day1_me
1778655115946,-2408,2380,-16860,96,-7,-88,swipe_down,day1_me
1778655115946,-2376,2292,-16776,-16,-147,-135,swipe_down,day1_me
1778655115961,-2636,2484,-17108,-317,-25,-151,swipe_down,day1_me
1778655115976,-2708,2700,-17268,-37,286,-211,swipe_down,day1_me
1778655115991,-2656,2688,-17340,114,520,-182,swipe_down,day1_me
1778655116005,-2556,2644,-17272,68,444,-236,swipe_down,day1_me
1778655116006,-2336,2948,-17024,-43,6,22,swipe_down,day1_me
1778655116021,-2404,2752,-16992,11,-116,25,swipe_down,day1_me
1778655116036,-2572,2616,-16860,14,-69,-5,swipe_down,day1_me
1778655116051,-2408,2676,-16840,-77,-152,25,swipe_down,day1_me
1778655116065,-2460,2416,-17036,-157,-191,30,swipe_down,day1_me
1778655116081,-2612,2440,-17224,-80,-7,-162,swipe_down,day1_me
1778655116081,-2620,2588,-17444,-126,11,-97,swipe_down,day1_me
1778655116096,-2716,2648,-17524,11,149,-126,swipe_down,day1_me
1778655116110,-2580,2632,-17408,198,180,-200,swipe_down,day1_me
1778655116126,-2660,2588,-17392,-59,-16,-138,swipe_down,day1_me
1778655116141,-2632,2676,-17180,-87,162,-189,swipe_down,day1_me
1778655116141,-2736,2744,-17484,-115,608,-354,swipe_down,day1_me
1778655116156,-2660,2744,-17548,192,972,-377,swipe_down,day1_me
1778655116170,-2164,2972,-16980,244,1893,-470,swipe_down,day1_me
1778655116185,-1904,2548,-17508,180,709,244,swipe_down,day1_me
1778655116200,-2532,2648,-17160,275,738,-63,swipe_down,day1_me
1778655116216,-2272,2516,-17312,491,684,-136,swipe_down,day1_me
1778655116230,-2328,2700,-17220,-9,-62,116,swipe_down,day1_me
1778655116231,-2276,2716,-17136,-32,-227,163,swipe_down,day1_me
1778655116246,-2256,2616,-17068,-70,-368,144,swipe_down,day1_me
